cohort_month,month,cohort_sales
2010-05-07,2011-02,229.75
2010-05-07,2011-02,180.44
2010-05-07,2011-02,177.15
2010-05-07,2011-02,150.51
2010-05-07,2011-03,300.92
2010-05-07,2011-03,216.28
2010-05-07,2011-03,181.30
2010-05-07,2011-03,141.45
2010-05-07,2011-04,385.85
2010-05-07,2011-04,446.96
2010-05-07,2011-04,347.62
2010-05-07,2011-04,322.07
2010-05-07,2011-04,428.10
2010-05-07,2011-05,373.27
2010-05-07,2011-05,397.93
2010-05-07,2011-05,523.77
2010-05-07,2011-05,394.60
2010-05-07,2011-06,461.70
2010-05-07,2011-06,450.27
2010-05-07,2011-06,380.53
2010-05-07,2011-06,424.13
2010-05-07,2011-07,635.35
2010-05-07,2011-07,504.08
2010-05-07,2011-07,407.99
2010-05-07,2011-07,408.89
2010-05-07,2011-07,698.82
2010-05-07,2011-08,288.41
2010-05-07,2011-08,523.40
2010-05-07,2011-08,298.85
2010-05-07,2011-08,358.02
2010-05-07,2011-09,357.55
2010-05-07,2011-09,372.13
2010-05-07,2011-09,454.23
2010-05-07,2011-09,440.77
2010-05-07,2011-09,220.54
2010-05-07,2011-10,420.70
2010-05-07,2011-10,607.03
2010-05-07,2011-10,429.91
2010-05-07,2011-10,394.68
2010-05-07,2011-11,443.36
2010-05-07,2011-11,428.59
2010-05-07,2011-11,538.99
2010-05-07,2011-11,480.10
2010-05-07,2011-12,441.96
2010-05-07,2011-12,688.21
2010-05-07,2011-12,982.82
2010-05-07,2011-12,681.79
2010-05-07,2011-12,592.99
2010-05-07,2012-01,545.12
2010-05-07,2012-01,517.60
2010-05-07,2012-01,641.46
2010-05-07,2012-01,614.54
2010-05-07,2012-02,578.39
2010-05-07,2012-02,500.54
2010-05-07,2012-02,462.32
2010-05-07,2012-02,567.78
2010-05-07,2012-03,487.28
2010-05-07,2012-03,338.87
2010-05-07,2012-03,539.01
2010-05-07,2012-03,460.88
2010-05-07,2012-03,421.52
2010-05-07,2012-04,508.07
2010-05-07,2012-04,554.29
2010-05-07,2012-04,528.56
2010-05-07,2012-04,552.10
2010-05-07,2012-05,599.86
2010-05-07,2012-05,432.38
2010-05-07,2012-05,550.12
2010-05-07,2012-05,722.20
2010-05-07,2012-06,693.12
2010-05-07,2012-06,466.79
2010-05-07,2012-06,665.89
2010-05-07,2012-06,957.31
2010-05-07,2012-06,905.87
2010-05-07,2012-07,580.55
2010-05-07,2012-07,857.73
2010-05-07,2012-07,560.86
2010-05-07,2012-07,781.32
2010-05-07,2012-08,540.67
2010-05-07,2012-08,560.82
2010-05-07,2012-08,439.30
2010-05-07,2012-08,548.39
2010-05-07,2012-08,624.98
2010-05-07,2012-09,496.60
2010-05-07,2012-09,692.22
2010-05-07,2012-09,488.84
2010-05-07,2012-09,452.71
2010-05-07,2012-10,501.11
2010-05-07,2012-10,509.13
2010-05-07,2012-10,584.86
2010-05-07,2012-10,476.37
2010-05-14,2010-05,29.52
2010-05-14,2010-05,47.16
2010-05-14,2010-05,41.13
2010-05-14,2010-06,20.61
2010-05-14,2010-06,29.42
2010-05-14,2010-06,49.39
2010-05-14,2010-06,6.98
2010-05-14,2010-07,5.17
2010-05-14,2010-07,36.75
2010-05-14,2010-07,38.79
2010-05-14,2010-07,21.11
2010-05-14,2010-07,41.46
2010-05-14,2010-08,-14.06
2010-05-14,2010-08,59.84
2010-05-14,2010-08,20.61
2010-05-14,2010-08,23.58
2010-05-14,2010-09,34.82
2010-05-14,2010-09,21.65
2010-05-14,2010-09,35.35
2010-05-14,2010-09,24.79
2010-05-14,2010-10,16.85
2010-05-14,2010-10,21.02
2010-05-14,2010-10,27.82
2010-05-14,2010-10,30.85
2010-05-14,2010-10,32.52
2010-05-14,2010-11,21.49
2010-05-14,2010-11,30.45
2010-05-14,2010-11,61.10
2010-05-14,2010-11,22.35
2010-05-14,2010-12,19.31
2010-05-14,2010-12,20.74
2010-05-14,2010-12,-9.03
2010-05-14,2010-12,0.97
2010-05-14,2010-12,13.47
2010-05-14,2011-01,21.65
2010-05-14,2011-01,23.45
2010-05-14,2011-01,27.61
2010-05-14,2011-01,10.40
2010-05-14,2011-02,29.32
2010-05-14,2011-02,11.97
2010-05-14,2011-02,15.61
2010-05-14,2011-02,13.28
2010-05-14,2011-03,75.91
2010-05-14,2011-03,38.52
2010-05-14,2011-03,62.73
2010-05-14,2011-03,46.49
2010-05-14,2011-04,9.21
2010-05-14,2011-04,43.59
2010-05-14,2011-04,32.62
2010-05-14,2011-04,34.25
2010-05-14,2011-04,27.32
2010-05-14,2011-05,36.46
2010-05-14,2011-05,30.26
2010-05-14,2011-05,26.35
2010-05-14,2011-05,58.48
2010-05-14,2011-06,37.56
2010-05-14,2011-06,24.75
2010-05-14,2011-06,52.37
2010-05-14,2011-06,4.97
2010-05-14,2011-07,24.31
2010-05-14,2011-07,35.20
2010-05-14,2011-07,38.23
2010-05-14,2011-07,22.09
2010-05-14,2011-07,39.50
2010-05-14,2011-08,30.86
2010-05-14,2011-08,41.00
2010-05-14,2011-08,41.56
2010-05-14,2011-08,52.83
2010-05-14,2011-09,34.40
2010-05-14,2011-09,56.41
2010-05-14,2011-09,72.78
2010-05-14,2011-09,52.53
2010-05-14,2011-09,30.09
2010-05-14,2011-10,35.79
2010-05-14,2011-10,51.00
2010-05-14,2011-10,36.60
2010-05-14,2011-10,41.66
2010-05-14,2011-11,26.29
2010-05-14,2011-11,18.61
2010-05-14,2011-11,38.57
2010-05-14,2011-11,58.81
2010-05-14,2011-12,46.69
2010-05-14,2011-12,24.19
2010-05-14,2011-12,46.91
2010-05-14,2011-12,30.39
2010-05-14,2011-12,48.71
2010-05-14,2012-01,33.97
2010-05-14,2012-01,20.62
2010-05-14,2012-01,42.91
2010-05-14,2012-01,36.23
2010-05-14,2012-02,47.71
2010-05-14,2012-02,32.33
2010-05-14,2012-02,61.05
2010-05-14,2012-02,53.14
2010-05-14,2012-03,53.14
2010-05-14,2012-03,0.63
2010-05-14,2012-03,61.27
2010-05-14,2012-03,20.29
2010-05-14,2012-03,42.60
2010-05-14,2012-04,79.68
2010-05-14,2012-04,39.80
2010-05-14,2012-04,9.84
2010-05-14,2012-04,32.20
2010-05-14,2012-05,31.12
2010-05-14,2012-05,47.71
2010-05-14,2012-05,30.05
2010-05-14,2012-05,22.62
2010-05-14,2012-06,9.11
2010-05-14,2012-06,21.11
2010-05-14,2012-06,46.40
2010-05-14,2012-06,55.64
2010-05-14,2012-06,20.38
2010-05-14,2012-07,54.07
2010-05-14,2012-07,49.07
2010-05-14,2012-07,76.75
2010-05-14,2012-07,47.43
2010-05-14,2012-08,41.70
2010-05-14,2012-08,38.56
2010-05-14,2012-08,44.49
2010-05-14,2012-08,55.05
2010-05-14,2012-08,21.49
2010-05-14,2012-09,66.03
2010-05-14,2012-09,81.22
2010-05-14,2012-09,23.92
2010-05-14,2012-09,41.03
2010-05-14,2012-10,40.84
2010-05-14,2012-10,47.31
2010-05-14,2012-10,37.36
2010-05-14,2012-10,27.39
2010-05-21,2010-05,9.37
2010-05-21,2010-05,39.43
2010-05-21,2010-06,1.57
2010-05-21,2010-06,9.37
2010-05-21,2010-07,7.25
2010-05-21,2010-07,13.68
2010-05-21,2010-07,-1095.46
2010-05-21,2010-07,3.84
2010-05-21,2010-08,1107.37
2010-05-21,2010-08,35.00
2010-05-21,2010-08,-496.53
2010-05-21,2010-08,1.27
2010-05-21,2010-09,10.84
2010-05-21,2010-09,1.47
2010-05-21,2010-10,-6.49
2010-05-21,2010-10,-1098.00
2010-05-21,2010-10,-9.96
2010-05-21,2010-11,1098.00
2010-05-21,2010-11,-159.00
2010-05-21,2010-11,-1098.00
2010-05-21,2010-12,-229.63
2010-05-21,2010-12,20.00
2010-05-21,2010-12,498.00
2010-05-21,2010-12,40.00
2010-05-21,2011-01,4.94
2010-05-21,2011-01,955.91
2010-05-21,2011-01,3.94
2010-05-21,2011-02,1.97
2010-05-21,2011-02,1.97
2010-05-21,2011-02,-215.06
2010-05-21,2011-02,212.83
2010-05-21,2011-03,15.84
2010-05-21,2011-03,28.11
2010-05-21,2011-03,-4.10
2010-05-21,2011-03,1.47
2010-05-21,2011-04,23.35
2010-05-21,2011-04,5.47
2010-05-21,2011-04,3.44
2010-05-21,2011-04,1.47
2010-05-21,2011-05,1.47
2010-05-21,2011-05,7.74
2010-05-21,2011-05,1.48
2010-05-21,2011-06,2.96
2010-05-21,2011-07,128.88
2010-05-21,2011-07,139.62
2010-05-21,2011-07,57.28
2010-05-21,2011-07,3.58
2010-05-21,2011-08,14.32
2010-05-21,2011-08,-8.37
2010-05-21,2011-08,32.22
2010-05-21,2011-09,47.38
2010-05-21,2011-09,25.90
2010-05-21,2011-09,5.00
2010-05-21,2011-10,1.47
2010-05-21,2011-11,280.47
2010-05-21,2011-11,59.50
2010-05-21,2011-11,-169.98
2010-05-21,2011-12,128.80
2010-05-21,2011-12,167.12
2010-05-21,2011-12,566.68
2010-05-21,2011-12,-95.11
2010-05-21,2011-12,128.80
2010-05-21,2012-01,15.00
2010-05-21,2012-01,2.47
2010-05-21,2012-01,0.10
2010-05-21,2012-01,14.97
2010-05-21,2012-02,13.63
2010-05-21,2012-02,12.88
2010-05-21,2012-02,68.64
2010-05-21,2012-02,-136.25
2010-05-21,2012-03,4.00
2010-05-21,2012-03,12.88
2010-05-21,2012-03,-299.00
2010-05-21,2012-03,-10.00
2010-05-21,2012-04,0.00
2010-05-21,2012-04,12.88
2010-05-21,2012-05,-379.00
2010-05-21,2012-05,-79.98
2010-05-21,2012-06,-37.98
2010-05-21,2012-07,-28.00
2010-05-21,2012-07,195.38
2010-05-21,2012-07,114.56
2010-05-21,2012-08,64.44
2010-05-21,2012-08,85.92
2010-05-21,2012-08,50.12
2010-05-21,2012-08,118.14
2010-05-21,2012-08,103.82
2010-05-21,2012-09,14.32
2010-05-21,2012-09,-24.98
2010-05-28,2010-05,513.15
2010-05-28,2010-06,418.60
2010-05-28,2010-06,570.20
2010-05-28,2010-06,545.29
2010-05-28,2010-06,402.98
2010-05-28,2010-07,671.75
2010-05-28,2010-07,619.34
2010-05-28,2010-07,696.86
2010-05-28,2010-07,597.12
2010-05-28,2010-07,548.30
2010-05-28,2010-08,623.70
2010-05-28,2010-08,771.01
2010-05-28,2010-08,547.11
2010-05-28,2010-08,596.82
2010-05-28,2010-09,659.96
2010-05-28,2010-09,704.81
2010-05-28,2010-09,585.33
2010-05-28,2010-09,584.61
2010-05-28,2010-10,774.21
2010-05-28,2010-10,651.60
2010-05-28,2010-10,613.21
2010-05-28,2010-10,655.87
2010-05-28,2010-10,701.14
2010-05-28,2010-11,520.35
2010-05-28,2010-11,592.90
2010-05-28,2010-11,541.00
2010-05-28,2010-11,596.81
2010-05-28,2010-12,646.97
2010-05-28,2010-12,740.47
2010-05-28,2010-12,642.63
2010-05-28,2010-12,647.25
2010-05-28,2010-12,550.49
2010-05-28,2011-01,686.98
2010-05-28,2011-01,766.40
2010-05-28,2011-01,636.15
2010-05-28,2011-01,739.75
2010-05-28,2011-02,706.90
2010-05-28,2011-02,794.62
2010-05-28,2011-02,781.27
2010-05-28,2011-02,662.48
2010-05-28,2011-03,604.82
2010-05-28,2011-03,671.92
2010-05-28,2011-03,782.04
2010-05-28,2011-03,411.25
2010-05-28,2011-04,738.65
2010-05-28,2011-04,836.17
2010-05-28,2011-04,749.77
2010-05-28,2011-04,672.04
2010-05-28,2011-04,688.48
2010-05-28,2011-05,892.13
2010-05-28,2011-05,763.16
2010-05-28,2011-05,776.38
2010-05-28,2011-05,923.91
2010-05-28,2011-06,762.89
2010-05-28,2011-06,788.94
2010-05-28,2011-06,842.52
2010-05-28,2011-06,789.28
2010-05-28,2011-07,802.11
2010-05-28,2011-07,721.44
2010-05-28,2011-07,749.10
2010-05-28,2011-07,825.60
2010-05-28,2011-07,816.19
2010-05-28,2011-08,793.77
2010-05-28,2011-08,692.85
2010-05-28,2011-08,656.00
2010-05-28,2011-08,685.03
2010-05-28,2011-09,757.74
2010-05-28,2011-09,804.32
2010-05-28,2011-09,690.34
2010-05-28,2011-09,953.04
2010-05-28,2011-09,815.57
2010-05-28,2011-10,732.83
2010-05-28,2011-10,720.77
2010-05-28,2011-10,838.51
2010-05-28,2011-10,663.70
2010-05-28,2011-11,800.52
2010-05-28,2011-11,813.29
2010-05-28,2011-11,667.98
2010-05-28,2011-11,685.22
2010-05-28,2011-12,724.28
2010-05-28,2011-12,974.73
2010-05-28,2011-12,852.39
2010-05-28,2011-12,702.17
2010-05-28,2011-12,558.19
2010-05-28,2012-01,770.80
2010-05-28,2012-01,769.94
2010-05-28,2012-01,773.70
2010-05-28,2012-01,787.08
2010-05-28,2012-02,679.75
2010-05-28,2012-02,717.82
2010-05-28,2012-02,878.59
2010-05-28,2012-02,958.14
2010-05-28,2012-03,849.62
2010-05-28,2012-03,801.96
2010-05-28,2012-03,820.61
2010-05-28,2012-03,925.87
2010-05-28,2012-03,789.07
2010-05-28,2012-04,783.42
2010-05-28,2012-04,984.77
2010-05-28,2012-04,877.66
2010-05-28,2012-04,845.72
2010-05-28,2012-05,887.67
2010-05-28,2012-05,927.04
2010-05-28,2012-05,830.74
2010-05-28,2012-05,746.93
2010-05-28,2012-06,884.49
2010-05-28,2012-06,915.09
2010-05-28,2012-06,814.41
2010-05-28,2012-06,812.79
2010-05-28,2012-06,711.41
2010-05-28,2012-07,724.53
2010-05-28,2012-07,593.81
2010-05-28,2012-07,715.52
2010-05-28,2012-07,874.74
2010-05-28,2012-08,851.20
2010-05-28,2012-08,794.94
2010-05-28,2012-08,678.73
2010-05-28,2012-08,774.54
2010-05-28,2012-08,729.58
2010-05-28,2012-09,731.49
2010-05-28,2012-09,732.96
2010-05-28,2012-09,828.71
2010-05-28,2012-09,752.92
2010-05-28,2012-10,889.63
2010-05-28,2012-10,673.87
2010-05-28,2012-10,676.36
2010-05-28,2012-10,669.35
2010-06-04,2010-06,207.50
2010-06-04,2010-06,180.50
2010-06-04,2010-06,51.00
2010-06-04,2010-06,92.00
2010-06-04,2010-07,87.92
2010-06-04,2010-07,96.50
2010-06-04,2010-07,-28.00
2010-06-04,2010-07,19.88
2010-06-04,2010-07,217.46
2010-06-04,2010-08,36.00
2010-06-04,2010-08,54.00
2010-06-04,2010-08,18.00
2010-06-04,2010-08,72.00
2010-06-04,2010-09,16.00
2010-06-04,2010-09,32.00
2010-06-04,2010-09,8.00
2010-06-04,2010-09,122.00
2010-06-04,2010-10,7.00
2010-06-04,2010-10,12.00
2010-06-04,2010-10,24.00
2010-06-04,2010-10,16.00
2010-06-04,2010-10,36.84
2010-06-04,2010-11,8.00
2010-06-04,2010-11,-93.97
2010-06-04,2010-12,28.84
2010-06-04,2010-12,28.84
2010-06-04,2010-12,-449.00
2010-06-04,2011-02,116.00
2010-06-04,2011-02,104.00
2010-06-04,2011-02,28.00
2010-06-04,2011-03,116.00
2010-06-04,2011-03,36.00
2010-06-04,2011-03,20.00
2010-06-04,2011-03,142.00
2010-06-04,2011-04,46.00
2010-06-04,2011-04,25.00
2010-06-04,2011-04,-499.00
2010-06-04,2011-05,46.81
2010-06-04,2011-05,16.93
2010-06-04,2011-05,17.91
2010-06-04,2011-06,5.97
2010-06-04,2011-06,35.82
2010-06-04,2011-06,138.70
2010-06-04,2011-06,11.79
2010-06-04,2011-07,315.96
2010-06-04,2011-07,248.00
2010-06-04,2011-07,196.00
2010-06-04,2011-07,320.00
2010-06-04,2011-07,199.26
2010-06-04,2011-08,68.00
2010-06-04,2011-08,111.00
2010-06-04,2011-08,28.00
2010-06-04,2011-08,12.00
2010-06-04,2011-09,17.97
2010-06-04,2011-09,11.50
2010-06-04,2011-09,7.00
2010-06-04,2011-09,4.00
2010-06-04,2011-10,48.00
2010-06-04,2011-10,20.00
2010-06-04,2011-10,4.00
2010-06-04,2011-11,4.00
2010-06-04,2011-11,677.00
2010-06-04,2011-11,19.34
2010-06-04,2011-11,18.59
2010-06-04,2011-12,-605.00
2010-06-04,2011-12,24.00
2010-06-04,2011-12,16.00
2010-06-04,2011-12,32.00
2010-06-04,2011-12,12.00
2010-06-04,2012-01,20.00
2010-06-04,2012-01,28.00
2010-06-04,2012-01,32.00
2010-06-04,2012-01,-25.00
2010-06-04,2012-02,111.94
2010-06-04,2012-02,595.00
2010-06-04,2012-02,89.91
2010-06-04,2012-02,20.00
2010-06-04,2012-03,4.00
2010-06-04,2012-03,20.00
2010-06-04,2012-03,4.00
2010-06-04,2012-03,32.00
2010-06-04,2012-03,12.94
2010-06-04,2012-04,216.00
2010-06-04,2012-04,76.00
2010-06-04,2012-04,371.00
2010-06-04,2012-04,714.00
2010-06-04,2012-05,90.00
2010-06-04,2012-05,160.00
2010-06-04,2012-05,116.00
2010-06-04,2012-05,104.00
2010-06-04,2012-06,114.50
2010-06-04,2012-06,761.00
2010-06-04,2012-06,144.00
2010-06-04,2012-06,144.00
2010-06-04,2012-06,80.00
2010-06-04,2012-07,152.00
2010-06-04,2012-07,152.00
2010-06-04,2012-07,241.44
2010-06-04,2012-07,178.00
2010-06-04,2012-08,116.00
2010-06-04,2012-08,-517.00
2010-06-04,2012-08,104.00
2010-06-04,2012-08,180.00
2010-06-04,2012-08,148.50
2010-06-04,2012-09,72.00
2010-06-04,2012-09,40.00
2010-06-04,2012-09,60.00
2010-06-04,2012-09,47.44
2010-06-04,2012-10,48.00
2010-06-04,2012-10,48.00
2010-06-04,2012-10,34.00
2010-06-04,2012-10,484.00
2010-06-11,2010-06,171.00
2010-06-11,2010-06,128.03
2010-06-11,2010-06,146.50
2010-06-11,2010-07,62.00
2010-06-11,2010-07,44.00
2010-06-11,2010-07,52.00
2010-06-11,2010-08,70.00
2010-06-11,2010-08,19.00
2010-06-11,2010-09,51.00
2010-06-11,2010-09,8.00
2010-06-11,2010-10,5.00
2010-06-11,2010-11,14.00
2010-06-11,2010-12,28.00
2010-06-11,2010-12,7.00
2010-06-11,2010-12,6.37
2010-06-11,2011-01,6.37
2010-06-11,2011-01,40.42
2010-06-11,2011-01,14.00
2010-06-11,2011-02,123.20
2010-06-11,2011-02,156.60
2010-06-11,2011-02,144.00
2010-06-11,2011-02,290.40
2010-06-11,2011-03,1038.01
2010-06-11,2011-03,401.60
2010-06-11,2011-03,155.57
2010-06-11,2011-03,193.60
2010-06-11,2011-04,188.20
2010-06-11,2011-04,208.37
2010-06-11,2011-04,114.40
2010-06-11,2011-04,246.40
2010-06-11,2011-04,271.00
2010-06-11,2011-05,286.00
2010-06-11,2011-05,374.77
2010-06-11,2011-05,228.80
2010-06-11,2011-05,167.20
2010-06-11,2011-06,522.80
2010-06-11,2011-06,226.00
2010-06-11,2011-06,268.17
2010-06-11,2011-06,153.77
2010-06-11,2011-07,63.97
2010-06-11,2011-07,332.86
2010-06-11,2011-07,286.00
2010-06-11,2011-07,235.62
2010-06-11,2011-07,424.77
2010-06-11,2011-08,724.22
2010-06-11,2011-08,374.28
2010-06-11,2011-08,235.95
2010-06-11,2011-08,378.17
2010-06-11,2011-09,323.71
2010-06-11,2011-09,223.85
2010-06-11,2011-09,194.59
2010-06-11,2011-09,506.60
2010-06-11,2011-09,215.98
2010-06-11,2011-10,191.26
2010-06-11,2011-10,220.88
2010-06-11,2011-10,226.46
2010-06-11,2011-10,291.39
2010-06-11,2011-11,3512.14
2010-06-11,2011-11,208.80
2010-06-11,2011-11,531.86
2010-06-11,2011-11,220.44
2010-06-11,2011-12,7427.59
2010-06-11,2011-12,6537.00
2010-06-11,2011-12,1835.29
2010-06-11,2011-12,232.32
2010-06-11,2011-12,170.61
2010-06-11,2012-01,235.07
2010-06-11,2012-01,208.78
2010-06-11,2012-01,108.90
2010-06-11,2012-01,211.27
2010-06-11,2012-02,319.58
2010-06-11,2012-02,900.88
2010-06-11,2012-02,521.67
2010-06-11,2012-02,2988.85
2010-06-11,2012-03,248.40
2010-06-11,2012-03,275.60
2010-06-11,2012-03,182.52
2010-06-11,2012-03,157.88
2010-06-11,2012-03,215.73
2010-06-11,2012-04,303.23
2010-06-11,2012-04,239.31
2010-06-11,2012-04,434.80
2010-06-11,2012-04,256.07
2010-06-11,2012-05,826.46
2010-06-11,2012-05,446.34
2010-06-11,2012-05,335.40
2010-06-11,2012-05,257.04
2010-06-11,2012-06,295.20
2010-06-11,2012-06,468.11
2010-06-11,2012-06,502.17
2010-06-11,2012-06,209.25
2010-06-11,2012-06,191.79
2010-06-11,2012-07,230.48
2010-06-11,2012-07,296.51
2010-06-11,2012-07,275.41
2010-06-11,2012-07,316.55
2010-06-11,2012-08,1599.12
2010-06-11,2012-08,220.08
2010-06-11,2012-08,485.75
2010-06-11,2012-08,321.93
2010-06-11,2012-08,198.09
2010-06-11,2012-09,234.00
2010-06-11,2012-09,180.00
2010-06-11,2012-09,353.14
2010-06-11,2012-09,117.06
2010-06-11,2012-10,262.58
2010-06-11,2012-10,198.00
2010-06-11,2012-10,984.00
2010-06-11,2012-10,158.85
2010-06-18,2010-06,0.25
2010-06-18,2010-06,1.00
2010-06-18,2010-07,1.00
2010-06-18,2010-10,5.94
2010-06-18,2010-10,5.94
2010-06-18,2010-10,1.00
2010-06-18,2010-11,0.25
2010-06-18,2011-01,1.25
2010-06-18,2011-02,2.00
2010-06-18,2011-03,5.16
2010-06-18,2011-03,2.58
2010-06-18,2011-08,1.97
2010-06-18,2011-08,1.97
2010-06-18,2012-02,1.94
2010-06-18,2012-03,2.77
2010-06-18,2012-03,2.77
2010-06-18,2012-03,2.77
2010-06-18,2012-04,1.77
2010-06-18,2012-05,7.94
2010-06-18,2012-05,2.77
2010-06-18,2012-10,8.47
2010-06-18,2012-10,10.00
2010-06-25,2010-06,-4.39
2010-06-25,2010-09,13.18
2010-06-25,2010-09,20.62
2010-06-25,2010-10,24.66
2010-06-25,2010-10,-9.56
2010-06-25,2010-10,5.74
2010-06-25,2010-10,7.44
2010-06-25,2010-10,7.44
2010-06-25,2010-11,101.88
2010-06-25,2010-11,42.92
2010-06-25,2010-11,11.48
2010-06-25,2010-12,14.88
2010-06-25,2010-12,7.44
2010-06-25,2010-12,98.88
2010-06-25,2010-12,-133.82
2010-06-25,2011-01,5.74
2010-06-25,2011-01,7.44
2010-06-25,2011-02,7.44
2010-06-25,2011-03,14.88
2010-06-25,2011-03,118.44
2010-06-25,2011-03,400.00
2010-06-25,2011-04,55.00
2010-06-25,2011-04,7.34
2010-06-25,2011-04,14.68
2010-06-25,2011-04,7.34
2010-06-25,2011-04,7.34
2010-06-25,2011-05,70.00
2010-06-25,2011-05,172.34
2010-06-25,2011-06,50.00
2010-06-25,2011-06,-20.00
2010-06-25,2011-07,-84.00
2010-06-25,2011-08,100.00
2010-06-25,2011-08,600.00
2010-06-25,2011-09,40.00
2010-06-25,2011-09,100.00
2010-06-25,2011-09,12.75
2010-06-25,2011-10,89.00
2010-06-25,2011-11,3327.00
2010-06-25,2011-12,5240.00
2010-06-25,2011-12,875.00
2010-06-25,2011-12,20.00
2010-06-25,2011-12,3975.00
2010-06-25,2012-02,1550.00
2010-06-25,2012-02,956.00
2010-06-25,2012-02,-8.27
2010-06-25,2012-02,365.00
2010-06-25,2012-03,175.00
2010-06-25,2012-03,390.00
2010-06-25,2012-03,175.00
2010-06-25,2012-04,399.00
2010-06-25,2012-04,60.00
2010-06-25,2012-04,221.06
2010-06-25,2012-04,-224.00
2010-06-25,2012-05,620.00
2010-06-25,2012-05,350.00
2010-06-25,2012-05,175.00
2010-06-25,2012-06,95.00
2010-06-25,2012-06,215.00
2010-06-25,2012-06,25.00
2010-06-25,2012-06,-29.88
2010-06-25,2012-07,-47.94
2010-06-25,2012-07,0.09
2010-06-25,2012-07,0.04
2010-06-25,2012-07,0.07
2010-06-25,2012-08,224.10
2010-06-25,2012-08,60.10
2010-06-25,2012-08,20.07
2010-06-25,2012-08,454.08
2010-06-25,2012-08,10.06
2010-06-25,2012-09,0.06
2010-06-25,2012-09,48.00
2010-06-25,2012-09,0.12
2010-06-25,2012-10,50.00
2010-06-25,2012-10,595.00
2010-07-02,2010-07,31662.07
2010-07-02,2010-07,32936.90
2010-07-02,2010-07,31836.94
2010-07-02,2010-07,33614.93
2010-07-02,2010-07,5279.10
2010-07-02,2010-08,26527.18
2010-07-02,2010-08,31233.67
2010-07-02,2010-08,28518.24
2010-07-02,2010-08,29307.77
2010-07-02,2010-09,25585.71
2010-07-02,2010-09,32404.72
2010-07-02,2010-09,28420.73
2010-07-02,2010-09,29862.55
2010-07-02,2010-10,27262.22
2010-07-02,2010-10,31057.77
2010-07-02,2010-10,31226.99
2010-07-02,2010-10,25795.25
2010-07-02,2010-10,27930.71
2010-07-02,2010-11,24172.66
2010-07-02,2010-11,28028.00
2010-07-02,2010-11,27824.48
2010-07-02,2010-11,34989.23
2010-07-02,2010-12,25735.03
2010-07-02,2010-12,23223.57
2010-07-02,2010-12,26880.03
2010-07-02,2010-12,34927.66
2010-07-02,2010-12,32416.67
2010-07-02,2011-01,23381.09
2010-07-02,2011-01,26996.58
2010-07-02,2011-01,19872.94
2010-07-02,2011-01,19446.14
2010-07-02,2011-02,28969.66
2010-07-02,2011-02,29669.54
2010-07-02,2011-02,27915.03
2010-07-02,2011-02,29823.07
2010-07-02,2011-03,45851.88
2010-07-02,2011-03,30786.22
2010-07-02,2011-03,27692.99
2010-07-02,2011-03,32466.64
2010-07-02,2011-04,31987.32
2010-07-02,2011-04,34092.83
2010-07-02,2011-04,31933.36
2010-07-02,2011-04,36536.98
2010-07-02,2011-04,31617.91
2010-07-02,2011-05,35193.31
2010-07-02,2011-05,43309.73
2010-07-02,2011-05,31550.01
2010-07-02,2011-05,32705.81
2010-07-02,2011-06,38430.57
2010-07-02,2011-06,39242.37
2010-07-02,2011-06,45348.94
2010-07-02,2011-06,36578.60
2010-07-02,2011-07,32335.56
2010-07-02,2011-07,42301.39
2010-07-02,2011-07,38531.28
2010-07-02,2011-07,33447.30
2010-07-02,2011-07,33819.74
2010-07-02,2011-08,32837.10
2010-07-02,2011-08,32837.81
2010-07-02,2011-08,30620.30
2010-07-02,2011-08,29881.30
2010-07-02,2011-09,30934.87
2010-07-02,2011-09,32292.79
2010-07-02,2011-09,32865.76
2010-07-02,2011-09,32187.60
2010-07-02,2011-09,31724.42
2010-07-02,2011-10,31101.83
2010-07-02,2011-10,31642.60
2010-07-02,2011-10,31281.33
2010-07-02,2011-10,32212.33
2010-07-02,2011-11,32559.30
2010-07-02,2011-11,32121.48
2010-07-02,2011-11,47922.85
2010-07-02,2011-11,33342.60
2010-07-02,2011-12,42806.29
2010-07-02,2011-12,30804.92
2010-07-02,2011-12,35654.98
2010-07-02,2011-12,37114.02
2010-07-02,2011-12,31128.11
2010-07-02,2012-01,34651.17
2010-07-02,2012-01,26851.26
2010-07-02,2012-01,31415.75
2010-07-02,2012-01,31595.70
2010-07-02,2012-02,33134.39
2010-07-02,2012-02,36098.52
2010-07-02,2012-02,31377.47
2010-07-02,2012-02,31204.87
2010-07-02,2012-03,33721.26
2010-07-02,2012-03,33867.81
2010-07-02,2012-03,35855.76
2010-07-02,2012-03,31277.57
2010-07-02,2012-03,52173.28
2010-07-02,2012-04,37348.71
2010-07-02,2012-04,46224.31
2010-07-02,2012-04,37372.57
2010-07-02,2012-04,35452.42
2010-07-02,2012-05,38106.64
2010-07-02,2012-05,43110.71
2010-07-02,2012-05,40899.40
2010-07-02,2012-05,37933.63
2010-07-02,2012-06,39081.96
2010-07-02,2012-06,43210.77
2010-07-02,2012-06,39186.11
2010-07-02,2012-06,41567.35
2010-07-02,2012-06,38903.18
2010-07-02,2012-07,37616.70
2010-07-02,2012-07,34099.27
2010-07-02,2012-07,46864.51
2010-07-02,2012-07,33848.83
2010-07-02,2012-08,37119.97
